id	well	plate	total_reads	coverage	genecounts	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch	part	mainchrgenecounts
86_D8_b	86_D8	D8	86	12871628	4.8184	1131152	1	4	6	1	1	2	4	22	body	943023
86_D8_h	86_D8	D8	86	12871628	4.8184	5982370	1	1	1	1	1	2	4	22	head	5212941
86_D9_b	86_D9	D9	86	15457928	5.24196	1007171	1	4	6	1	1	2	4	22	body	812597
86_D9_h	86_D9	D9	86	15457928	5.24196	5640793	1	1	1	1	1	2	4	22	head	4692538
86_E1_b	86_E1	E1	86	11526000	4.10404	1230391	1	4	6	1	1	2	4	22	body	990719
86_E1_h	86_E1	E1	86	11526000	4.10404	7169005	1	1	1	1	1	2	4	22	head	6100804
86_E10_b	86_E10	E10	86	13885120	4.0454	1809249	1	4	6	1	1	2	4	22	body	1504414
86_E10_h	86_E10	E10	86	13885120	4.0454	5706727	1	1	1	1	1	2	4	22	head	4795184
86_E11_b	86_E11	E11	86	11035512	4.06569	1334925	1	4	6	1	1	2	4	22	body	1096198
86_E11_h	86_E11	E11	86	11035512	4.06569	2057815	1	1	1	1	1	2	4	22	head	1725754
86_E12_b	86_E12	E12	86	10629808	3.80583	1257084	1	4	6	1	1	2	4	22	body	1107790
86_E12_h	86_E12	E12	86	10629808	3.80583	3417613	1	1	1	1	1	2	4	22	head	2929012
86_E2_b	86_E2	E2	86	23568122	5.63336	1863794	1	4	6	1	1	2	4	22	body	1573566
86_E2_h	86_E2	E2	86	23568122	5.63336	1883143	1	1	1	1	1	2	4	22	head	1580152
86_E3_b	86_E3	E3	86	13260138	4.90141	1641872	1	4	6	1	1	2	4	22	body	1343897
86_E3_h	86_E3	E3	86	13260138	4.90141	2234107	1	1	1	1	1	2	4	22	head	1809776
86_E5_b	86_E5	E5	86	12490464	3.50463	2133008	1	4	6	1	1	2	4	22	body	1608418
86_E6_b	86_E6	E6	86	11924032	4.02138	2475509	1	4	6	1	1	2	4	22	body	1978936
86_E6_h	86_E6	E6	86	11924032	4.02138	2346695	1	1	4	1	1	2	4	22	head	2031525
86_E7_b	86_E7	E7	86	13847372	4.56808	1966816	1	4	6	1	1	2	4	22	body	1617480
86_E7_h	86_E7	E7	86	13847372	4.56808	4950320	1	1	1	1	1	2	4	22	head	4294036
86_E8_b	86_E8	E8	86	15989332	4.20575	2459487	1	4	6	1	1	2	4	22	body	1964725
86_E8_h	86_E8	E8	86	15989332	4.20575	3283039	1	1	1	1	1	2	4	22	head	2714544
86_E9_b	86_E9	E9	86	13170236	5.02281	1940632	1	4	6	1	1	2	4	22	body	1559508
86_E9_h	86_E9	E9	86	13170236	5.02281	5588025	1	1	1	1	1	2	4	22	head	4714255
86_F10_b	86_F10	F10	86	12905726	4.08621	2291891	1	4	6	1	1	2	4	22	body	1998981
86_F10_h	86_F10	F10	86	12905726	4.08621	3197981	1	1	1	1	1	2	4	22	head	2813045
86_F12_h	86_F12	F12	86	11962830	3.84167	3558296	1	1	1	1	1	2	4	22	head	3055045
86_F2_b	86_F2	F2	86	10147372	3.65933	1563876	1	4	6	1	1	2	4	22	body	1272648
86_F2_h	86_F2	F2	86	10147372	3.65933	4490908	1	1	1	1	1	2	4	22	head	3773369
86_F3_b	86_F3	F3	86	13040876	3.69476	1629490	1	4	6	1	1	2	4	22	body	1325460
86_F3_h	86_F3	F3	86	13040876	3.69476	2627021	1	1	1	1	1	2	4	22	head	2252466
86_F4_b	86_F4	F4	86	10567484	4.16293	2401200	1	4	6	1	1	2	4	22	body	2024660
86_F4_h	86_F4	F4	86	10567484	4.16293	7053972	1	1	1	1	1	2	4	22	head	5806336
86_F5_b	86_F5	F5	86	12026710	4.03404	1919778	1	4	6	1	1	2	4	22	body	1553498
86_F5_h	86_F5	F5	86	12026710	4.03404	7884337	1	1	1	1	1	2	4	22	head	6690660
86_F6_b	86_F6	F6	86	15708850	5.17615	2070349	1	4	6	1	1	2	4	22	body	1729640
86_F6_h	86_F6	F6	86	15708850	5.17615	7020313	1	1	1	1	1	2	4	22	head	6130781
86_F7_b	86_F7	F7	86	12045782	4.1682	2125712	1	4	6	1	1	2	4	22	body	1717942
86_F7_h	86_F7	F7	86	12045782	4.1682	3521772	1	1	1	1	1	2	4	22	head	2978797
86_F8_b	86_F8	F8	86	13563230	5.03523	1399684	1	4	6	1	1	2	4	22	body	1227321
86_F8_h	86_F8	F8	86	13563230	5.03523	3283418	1	1	1	1	1	2	4	22	head	2684616
86_F9_b	86_F9	F9	86	28682020	3.52197	1622223	1	4	6	1	1	2	4	22	body	1360993
86_F9_h	86_F9	F9	86	28682020	3.52197	1447021	1	1	1	1	1	2	4	22	head	1272315
86_G10_h	86_G10	G10	86	15001424	4.18747	2150924	1	1	1	1	1	2	4	22	head	1827809
86_G11_b	86_G11	G11	86	14036200	4.09165	1637361	1	4	6	1	1	2	4	22	body	1361207
86_G2_b	86_G2	G2	86	58207378	5.50457	1416997	1	4	6	1	1	2	4	22	body	1226896
86_G2_h	86_G2	G2	86	58207378	5.50457	1937138	1	1	1	1	1	2	4	22	head	1633580
86_G3_b	86_G3	G3	86	11817794	4.33297	1439730	1	4	6	1	1	2	4	22	body	1156845
86_G3_h	86_G3	G3	86	11817794	4.33297	3392222	1	1	1	1	1	2	4	22	head	2861091
86_G4_b	86_G4	G4	86	13537028	4.14657	932172	1	4	6	1	1	2	4	22	body	782322
86_G4_h	86_G4	G4	86	13537028	4.14657	9574841	1	1	1	1	1	2	4	22	head	8291004
86_G5_h	86_G5	G5	86	13583858	4.02148	8264988	1	1	1	1	1	2	4	22	head	7034939
86_G6_b	86_G6	G6	86	15577730	4.71867	1822654	1	4	6	1	1	2	4	22	body	1445727
86_G6_h	86_G6	G6	86	15577730	4.71867	6244145	1	1	1	1	1	2	4	22	head	5265708
86_G7_b	86_G7	G7	86	13328008	4.73206	1923732	1	4	6	1	1	2	4	22	body	1585619
86_G7_h	86_G7	G7	86	13328008	4.73206	3166881	1	1	1	1	1	2	4	22	head	2657820
86_G8_b	86_G8	G8	86	13327556	5.2478	1501199	1	4	6	1	1	2	4	22	body	1227290
86_G8_h	86_G8	G8	86	13327556	5.2478	4222918	1	1	1	1	1	2	4	22	head	3621532
86_G9_b	86_G9	G9	86	16450990	3.66819	1588400	1	4	6	1	1	2	4	22	body	1302996
86_G9_h	86_G9	G9	86	16450990	3.66819	1114628	1	1	1	1	1	2	4	22	head	956474
86_H12_b	86_H12	H12	86	12742646	3.19555	1341845	1	4	6	1	1	2	4	22	body	1135742
86_H2_b	86_H2	H2	86	11448512	3.58699	824059	1	4	6	1	1	2	4	22	body	679625
86_H2_h	86_H2	H2	86	11448512	3.58699	2143453	1	1	1	1	1	2	4	22	head	1724601
86_H3_b	86_H3	H3	86	12647872	3.74168	1529401	1	4	6	1	1	2	4	22	body	1214324
86_H3_h	86_H3	H3	86	12647872	3.74168	3417298	1	1	1	1	1	2	4	22	head	2875416
86_H4_h	86_H4	H4	86	12701884	3.76423	2018590	1	1	4	1	1	2	4	22	head	1623676
86_H5_b	86_H5	H5	86	11552082	3.62207	2164821	1	4	6	1	1	2	4	22	body	1816564
86_H5_h	86_H5	H5	86	11552082	3.62207	2255642	1	1	4	1	1	2	4	22	head	1912927
86_H6_b	86_H6	H6	86	13995928	4.08216	3086358	1	4	6	1	1	2	4	22	body	2509929
86_H6_h	86_H6	H6	86	13995928	4.08216	1061320	1	1	1	1	1	2	4	22	head	868519
86_H7_b	86_H7	H7	86	19681604	5.40615	2537177	1	4	6	1	1	2	4	22	body	1994189
86_H7_h	86_H7	H7	86	19681604	5.40615	4637434	1	1	1	1	1	2	4	22	head	3887626
86_H9_h	86_H9	H9	86	14288200	5.61541	2078733	1	1	1	1	1	2	4	22	head	1740057
88_A10_h	88_A10	A10	88	39339420	8.22207	5396073	1	1	1	1	1	2	4	22	head	4246126
88_A12_h	88_A12	A12	88	11971508	4.29874	4096534	1	1	1	1	1	2	4	22	head	3258356
88_A2_h	88_A2	A2	88	26561526	7.37844	3835148	1	1	1	1	1	2	4	22	head	2927085
88_A3_h	88_A3	A3	88	11829510	4.62619	1810569	1	1	1	1	1	2	4	22	head	1489151
88_A5_h	88_A5	A5	88	23856298	6.70928	4360845	1	1	1	1	1	2	4	22	head	3581823
88_A7_h	88_A7	A7	88	16330490	4.19151	3432947	1	1	1	1	1	2	4	22	head	2815129
88_B10_h	88_B10	B10	88	16555530	4.52876	2751758	1	1	1	1	1	2	4	22	head	2177514
88_B11_h	88_B11	B11	88	21917168	6.27165	2562132	1	1	1	1	1	2	4	22	head	2085867
88_B12_h	88_B12	B12	88	9981224	4.04524	3774109	1	1	1	1	1	2	4	22	head	3030563
88_B2_h	88_B2	B2	88	24520054	6.71464	1960534	1	1	1	1	1	2	4	22	head	1586340
88_B3_h	88_B3	B3	88	19296404	5.01392	3411043	1	1	1	1	1	2	4	22	head	2718247
88_B4_h	88_B4	B4	88	25133260	4.76955	5250563	1	1	1	1	1	2	4	22	head	4111623
88_B5_h	88_B5	B5	88	33113384	8.65639	4131318	1	1	1	1	1	2	4	22	head	3174741
88_B6_h	88_B6	B6	88	27204194	7.44438	2335517	1	1	1	1	1	2	4	22	head	1940892
88_B7_h	88_B7	B7	88	26986154	7.45296	4209700	1	1	1	1	1	2	4	22	head	3330600
88_B8_h	88_B8	B8	88	18814904	6.03788	1783041	1	1	1	1	1	2	4	22	head	1466815
88_B9_h	88_B9	B9	88	24576918	6.59138	3450857	1	1	1	1	1	2	4	22	head	2758492
88_C10_h	88_C10	C10	88	16566050	6.72051	996825	1	1	1	1	1	2	4	22	head	782048
88_C3_h	88_C3	C3	88	37796792	10.4098	3638229	1	1	1	1	1	2	4	22	head	2962165
88_C4_h	88_C4	C4	88	43296444	3.89041	9030303	1	1	1	1	1	2	4	22	head	7368219
88_C5_h	88_C5	C5	88	37493632	7.98075	9154307	1	1	1	1	1	2	4	22	head	7205400
88_C6_h	88_C6	C6	88	28155374	2.72024	3039403	1	1	4	1	1	2	4	22	head	2427491
88_C8_h	88_C8	C8	88	29097750	7.98992	3944829	1	1	1	1	1	2	4	22	head	3173385
88_C9_h	88_C9	C9	88	14488600	4.19383	2870926	1	1	1	1	1	2	4	22	head	2165104
88_D10_h	88_D10	D10	88	30290344	8.24581	3259179	1	1	1	1	1	2	4	22	head	2640875
88_D12_h	88_D12	D12	88	12809792	5.54794	1515428	1	1	1	1	1	2	4	22	head	1160667
88_D2_h	88_D2	D2	88	30923342	8.56154	1363129	1	1	1	1	1	2	4	22	head	1041685
88_D3_h	88_D3	D3	88	18291808	3.89905	3375227	1	1	1	1	1	2	4	22	head	2729178
88_D4_h	88_D4	D4	88	29974240	8.75044	4330797	1	1	1	1	1	2	4	22	head	3424849
88_D5_h	88_D5	D5	88	14209752	6.67765	5590857	1	1	1	1	1	2	4	22	head	4525072
88_D6_h	88_D6	D6	88	27205536	7.21702	2214603	1	1	1	1	1	2	4	22	head	1702742
88_D7_h	88_D7	D7	88	27287940	2.90471	4341436	1	1	1	1	1	2	4	22	head	3160049
88_D8_h	88_D8	D8	88	13537488	6.07289	1927671	1	1	1	1	1	2	4	22	head	1492282
88_E10_h	88_E10	E10	88	47908108	11.4048	3970114	1	1	1	1	1	2	4	22	head	3071230
88_E11_h	88_E11	E11	88	30156920	8.3996	1662090	1	1	1	1	1	2	4	22	head	1304727
88_E2_h	88_E2	E2	88	25414728	7.56002	1171616	1	1	1	1	1	2	4	22	head	943661
88_E3_h	88_E3	E3	88	32532902	8.46669	2928930	1	1	1	1	1	2	4	22	head	2401146
88_E4_h	88_E4	E4	88	31158702	8.85059	5436255	1	1	1	1	1	2	4	22	head	4223457
88_E5_h	88_E5	E5	88	30581322	6.41	7900976	1	1	1	1	1	2	4	22	head	6445750
88_E7_h	88_E7	E7	88	22752564	5.63507	4871120	1	1	1	1	1	2	4	22	head	3835579
88_F1_h	88_F1	F1	88	9981240	4.17046	2172300	1	1	4	1	1	2	4	22	head	2122962
88_F10_h	88_F10	F10	88	29333324	6.93582	1741782	1	1	1	1	1	2	4	22	head	1407623
88_F11_h	88_F11	F11	88	31734054	3.19577	1099240	1	1	1	1	1	2	4	22	head	855380
88_F2_h	88_F2	F2	88	25511758	7.10962	1298094	1	1	1	1	1	2	4	22	head	1000890
88_F3_h	88_F3	F3	88	34128674	8.74196	1324939	1	1	1	1	1	2	4	22	head	1005092
88_F4_h	88_F4	F4	88	31828870	9.80501	1980970	1	1	1	1	1	2	4	22	head	1684044
88_F5_h	88_F5	F5	88	25931828	6.11841	7518941	1	1	1	1	1	2	4	22	head	6080488
88_F6_h	88_F6	F6	88	11102208	4.50023	4495203	1	1	1	1	1	2	4	22	head	3498025
88_G10_h	88_G10	G10	88	18641592	5.46143	4072989	1	1	1	1	1	2	4	22	head	3208068
88_G12_h	88_G12	G12	88	9804292	4.5711	1569346	1	1	1	1	1	2	4	22	head	1305554
88_G2_h	88_G2	G2	88	9922998	5.30058	2652738	1	1	4	1	1	2	4	22	head	1933145
88_G3_h	88_G3	G3	88	9940830	4.97426	3336430	1	1	1	1	1	2	4	22	head	2623951
88_G6_h	88_G6	G6	88	14304224	6.19351	3702052	1	1	1	1	1	2	4	22	head	2954323
88_G8_h	88_G8	G8	88	48753624	5.27077	2666764	1	1	1	1	1	2	4	22	head	2190302
88_H1_h	88_H1	H1	88	11435210	17.9666	5909809	1	1	1	1	1	2	4	22	head	4591811
88_H6_h	88_H6	H6	88	13066262	6.91738	3309823	1	1	1	1	1	2	4	22	head	2499153
88_H7_h	88_H7	H7	88	19332820	7.76237	2025211	1	1	1	1	1	2	4	22	head	1428165
88_H8_h	88_H8	H8	88	10209692	2.38149	1707365	1	1	1	1	1	2	4	22	head	1334762
88_H9_h	88_H9	H9	88	10507540	3.95842	1047217	1	1	1	1	1	2	4	22	head	789026
91_A1_b	91_A1	A1	91	12480364	3.95255	1466260	1	4	6	1	1	2	4	22	body	1145703
91_A10_b	91_A10	A10	91	16602476	3.11517	749743	1	4	6	1	1	2	4	22	body	551517
91_A10_h	91_A10	A10	91	16602476	3.11517	5408242	1	1	1	1	1	2	4	22	head	4352738
91_A11_b	91_A11	A11	91	12845542	2.61381	1925077	1	4	6	1	1	2	4	22	body	1506660
91_A11_h	91_A11	A11	91	12845542	2.61381	2172116	1	1	1	1	1	2	4	22	head	1709607
91_A12_b	91_A12	A12	91	9566276	1.87794	1246880	1	4	6	1	1	2	4	22	body	956516
91_A12_h	91_A12	A12	91	9566276	1.87794	1575474	1	1	1	1	1	2	4	22	head	1209407
91_A2_b	91_A2	A2	91	12823892	4.12873	1219887	1	4	6	1	1	2	4	22	body	1005758
91_A2_h	91_A2	A2	91	12823892	4.12873	1678154	1	1	1	1	1	2	4	22	head	1322510
91_A3_b	91_A3	A3	91	10071910	4.03437	1668376	1	4	6	1	1	2	4	22	body	1262468
91_A3_h	91_A3	A3	91	10071910	4.03437	2423558	1	1	1	1	1	2	4	22	head	1886109
91_A5_b	91_A5	A5	91	14351500	4.45052	565531	1	4	6	1	1	2	4	22	body	495324
91_A5_h	91_A5	A5	91	14351500	4.45052	3659816	1	1	1	1	1	2	4	22	head	2964764
91_A7_b	91_A7	A7	91	14616152	1.6285	1328970	1	4	6	1	1	2	4	22	body	1090967
91_A7_h	91_A7	A7	91	14616152	1.6285	4811498	1	1	1	1	1	2	4	22	head	3763141
91_A8_b	91_A8	A8	91	15607968	4.19029	1328287	1	4	6	1	1	2	4	22	body	1029355
91_A8_h	91_A8	A8	91	15607968	4.19029	8638965	1	1	1	1	1	2	4	22	head	7048263
91_A9_b	91_A9	A9	91	13093388	3.15065	1634924	1	4	6	1	1	2	4	22	body	1330918
91_A9_h	91_A9	A9	91	13093388	3.15065	3632867	1	1	1	1	1	2	4	22	head	2843699
91_B1_b	91_B1	B1	91	11898056	5.09861	1908636	1	4	6	1	1	2	4	22	body	1518761
91_B1_h	91_B1	B1	91	11898056	5.09861	3398846	1	1	1	1	1	2	4	22	head	2698115
91_B10_b	91_B10	B10	91	16093890	4.20158	841436	1	4	6	1	1	2	4	22	body	703071
91_B10_h	91_B10	B10	91	16093890	4.20158	2181971	1	1	1	1	1	2	4	22	head	1763950
91_B12_b	91_B12	B12	91	17751188	3.48797	1195787	1	4	6	1	1	2	4	22	body	917786
91_B12_h	91_B12	B12	91	17751188	3.48797	1913230	1	1	1	1	1	2	4	22	head	1496713
91_B2_b	91_B2	B2	91	11446014	3.89393	1298559	1	4	6	1	1	2	4	22	body	1015001
91_B2_h	91_B2	B2	91	11446014	3.89393	1147334	1	1	1	1	1	2	4	22	head	895993
91_B3_b	91_B3	B3	91	15998222	4.0504	1667318	1	4	6	1	1	2	4	22	body	1292562
91_B3_h	91_B3	B3	91	15998222	4.0504	1883173	1	1	1	1	1	2	4	22	head	1425492
91_B4_b	91_B4	B4	91	14480066	2.53494	1144382	1	4	6	1	1	2	4	22	body	1003362
91_B4_h	91_B4	B4	91	14480066	2.53494	2722609	1	1	1	1	1	2	4	22	head	2556640
91_B5_b	91_B5	B5	91	11995864	3.37726	1805077	1	4	6	1	1	2	4	22	body	1492837
91_B5_h	91_B5	B5	91	11995864	3.37726	2722828	1	1	1	1	1	2	4	22	head	2052293
91_B6_h	91_B6	B6	91	14031506	3.91553	3807816	1	1	1	1	1	2	4	22	head	3036495
91_B8_b	91_B8	B8	91	13511846	4.21194	1442052	1	4	6	1	1	2	4	22	body	1123283
91_B8_h	91_B8	B8	91	13511846	4.21194	5319212	1	1	1	1	1	2	4	22	head	4012881
91_B9_b	91_B9	B9	91	21499380	2.5765	1986120	1	4	6	1	1	2	4	22	body	1607178
91_B9_h	91_B9	B9	91	21499380	2.5765	2328095	1	1	1	1	1	2	4	22	head	1818863
91_C1_b	91_C1	C1	91	10766868	3.91856	685654	1	4	6	1	1	2	4	22	body	587029
91_C1_h	91_C1	C1	91	10766868	3.91856	3691380	1	1	1	1	1	2	4	22	head	2893807
91_C10_b	91_C10	C10	91	12490966	3.75183	1648449	1	4	6	1	1	2	4	22	body	1292112
91_C10_h	91_C10	C10	91	12490966	3.75183	1345047	1	1	1	1	1	2	4	22	head	1058827
91_C11_b	91_C11	C11	91	9240798	2.78932	1409594	1	4	6	1	1	2	4	22	body	1139163
91_C2_b	91_C2	C2	91	11784596	4.44663	1962292	1	4	6	1	1	2	4	22	body	1627113
91_C2_h	91_C2	C2	91	11784596	4.44663	3133024	1	1	4	1	1	2	4	22	head	2990267
91_C3_b	91_C3	C3	91	13298928	2.94019	941974	1	4	6	1	1	2	4	22	body	758487
91_C3_h	91_C3	C3	91	13298928	2.94019	3784893	1	1	1	1	1	2	4	22	head	2879693
91_C4_b	91_C4	C4	91	13451250	2.61523	1399184	1	4	6	1	1	2	4	22	body	1176733
91_C4_h	91_C4	C4	91	13451250	2.61523	3217812	1	1	1	1	1	2	4	22	head	2589200
91_C5_b	91_C5	C5	91	14126752	1.82143	1776718	1	4	6	1	1	2	4	22	body	1466686
91_C5_h	91_C5	C5	91	14126752	1.82143	1330124	1	1	1	1	1	2	4	22	head	1179877
91_C6_b	91_C6	C6	91	16230722	5.85018	2280290	1	4	6	1	1	2	4	22	body	1938313
91_C6_h	91_C6	C6	91	16230722	5.85018	1195948	1	1	1	1	1	2	4	22	head	938951
91_C7_b	91_C7	C7	91	16479146	4.13956	1330733	1	4	6	1	1	2	4	22	body	1131830
91_C7_h	91_C7	C7	91	16479146	4.13956	3448217	1	1	1	1	1	2	4	22	head	2716053
91_C8_b	91_C8	C8	91	11217522	3.59235	2471318	1	4	6	1	1	2	4	22	body	1844043
91_C9_b	91_C9	C9	91	14275808	3.51005	1678133	1	4	6	1	1	2	4	22	body	1340718
91_C9_h	91_C9	C9	91	14275808	3.51005	1620431	1	1	1	1	1	2	4	22	head	1310238
91_D1_b	91_D1	D1	91	11212628	4.51538	1365218	1	4	6	1	1	2	4	22	body	1074170
91_D1_h	91_D1	D1	91	11212628	4.51538	3254304	1	1	1	1	1	2	4	22	head	2619523
91_D10_b	91_D10	D10	91	15773976	3.65775	732283	1	4	6	1	1	2	4	22	body	595727
91_D10_h	91_D10	D10	91	15773976	3.65775	3515785	1	1	1	1	1	2	4	22	head	2689109
91_D11_b	91_D11	D11	91	12958546	2.53704	732128	1	4	6	1	1	2	4	22	body	648813
91_D2_b	91_D2	D2	91	10040488	1.84994	1363856	1	4	6	1	1	2	4	22	body	1092592
91_D2_h	91_D2	D2	91	10040488	1.84994	1746629	1	1	1	1	1	2	4	22	head	1370878
91_D4_b	91_D4	D4	91	11272942	4.25934	1310501	1	4	6	1	1	2	4	22	body	1044020
91_D4_h	91_D4	D4	91	11272942	4.25934	3324875	1	1	1	1	1	2	4	22	head	2693068
91_D5_b	91_D5	D5	91	12190222	3.33855	1482698	1	4	6	1	1	2	4	22	body	1226980
91_D5_h	91_D5	D5	91	12190222	3.33855	5462996	1	1	1	1	1	2	4	22	head	4485310
91_D6_b	91_D6	D6	91	11457886	3.9395	1785709	1	4	6	1	1	2	4	22	body	1428195
91_D7_b	91_D7	D7	91	16141108	4.43501	1661908	1	4	6	1	1	2	4	22	body	1324157
91_D7_h	91_D7	D7	91	16141108	4.43501	1837099	1	1	1	1	1	2	4	22	head	1357335
91_D8_b	91_D8	D8	91	11815574	3.47408	1528574	1	4	6	1	1	2	4	22	body	1220372
91_D9_b	91_D9	D9	91	14727220	4.23525	1459043	1	4	6	1	1	2	4	22	body	1232420
91_D9_h	91_D9	D9	91	14727220	4.23525	2149622	1	1	1	1	1	2	4	22	head	1612237
91_E1_b	91_E1	E1	91	10338334	4.01735	1763443	1	4	6	1	1	2	4	22	body	1434160
91_E1_h	91_E1	E1	91	10338334	4.01735	3102955	1	1	1	1	1	2	4	22	head	2447428
91_E10_b	91_E10	E10	91	12717880	3.70393	1158077	1	4	6	1	1	2	4	22	body	953674
91_E10_h	91_E10	E10	91	12717880	3.70393	3761567	1	1	1	1	1	2	4	22	head	2876286
91_E11_b	91_E11	E11	91	12156342	3.0692	1271110	1	4	6	1	1	2	4	22	body	1076207
91_E2_b	91_E2	E2	91	11601702	4.20891	948955	1	4	6	1	1	2	4	22	body	774601
91_E2_h	91_E2	E2	91	11601702	4.20891	1044188	1	1	1	1	1	2	4	22	head	821501
91_E3_b	91_E3	E3	91	12654880	4.08532	1446508	1	4	6	1	1	2	4	22	body	1217600
91_E3_h	91_E3	E3	91	12654880	4.08532	2212080	1	1	1	1	1	2	4	22	head	1794783
91_E4_b	91_E4	E4	91	11437506	3.81317	1368499	1	4	6	1	1	2	4	22	body	1147906
91_E4_h	91_E4	E4	91	11437506	3.81317	4366026	1	1	1	1	1	2	4	22	head	3544095
91_E5_b	91_E5	E5	91	12694894	3.70491	2017790	1	4	6	1	1	2	4	22	body	1639574
91_E5_h	91_E5	E5	91	12694894	3.70491	2899740	1	1	1	1	1	2	4	22	head	2260586
91_E6_b	91_E6	E6	91	11485174	3.73308	2561011	1	4	6	1	1	2	4	22	body	2077134
91_E6_h	91_E6	E6	91	11485174	3.73308	3100559	1	1	1	1	1	2	4	22	head	2505272
91_E7_b	91_E7	E7	91	12738298	4.30443	1037610	1	4	6	1	1	2	4	22	body	849304
91_E7_h	91_E7	E7	91	12738298	4.30443	1909091	1	1	1	1	1	2	4	22	head	1450773
91_E8_b	91_E8	E8	91	15105578	3.86342	2108136	1	4	6	1	1	2	4	22	body	1789222
91_E8_h	91_E8	E8	91	15105578	3.86342	1879911	1	1	1	1	1	2	4	22	head	1759718
91_E9_b	91_E9	E9	91	9891218	2.7201	1648357	1	4	6	1	1	2	4	22	body	1368919
91_F1_b	91_F1	F1	91	5863792	2.37615	1814990	1	4	6	1	1	2	4	22	body	1464330
91_F1_h	91_F1	F1	91	5863792	2.37615	1690217	1	1	1	1	1	2	4	22	head	1443427
91_F10_b	91_F10	F10	91	13972754	3.533	1716427	1	4	6	1	1	2	4	22	body	1420888
91_F10_h	91_F10	F10	91	13972754	3.533	4232671	1	1	1	1	1	2	4	22	head	3354306
91_F11_b	91_F11	F11	91	14965026	2.75504	1325309	1	4	6	1	1	2	4	22	body	1031834
91_F11_h	91_F11	F11	91	14965026	2.75504	3517162	1	1	4	1	1	2	4	22	head	2690213
91_F2_h	91_F2	F2	91	9858664	3.52676	1282019	1	1	1	1	1	2	4	22	head	1057896
91_F4_b	91_F4	F4	91	12932980	3.63395	2186720	1	4	6	1	1	2	4	22	body	1835126
91_F4_h	91_F4	F4	91	12932980	3.63395	3735983	1	1	1	1	1	2	4	22	head	2934289
91_F5_h	91_F5	F5	91	12768374	3.25608	5899633	1	1	1	1	1	2	4	22	head	4803853
91_F6_b	91_F6	F6	91	11251366	3.72642	2075185	1	4	6	1	1	2	4	22	body	1715754
91_F6_h	91_F6	F6	91	11251366	3.72642	5056302	1	1	1	1	1	2	4	22	head	3787718
91_F7_b	91_F7	F7	91	12122926	3.16715	1730618	1	4	6	1	1	2	4	22	body	1367286
91_F7_h	91_F7	F7	91	12122926	3.16715	2189314	1	1	1	1	1	2	4	22	head	1705096
91_F8_b	91_F8	F8	91	12777732	3.69249	1629897	1	4	6	1	1	2	4	22	body	1369943
91_F8_h	91_F8	F8	91	12777732	3.69249	4222329	1	1	1	1	1	2	4	22	head	3340906
91_F9_b	91_F9	F9	91	11189572	3.49163	1329069	1	4	6	1	1	2	4	22	body	1078822
91_F9_h	91_F9	F9	91	11189572	3.49163	1900821	1	1	1	1	1	2	4	22	head	1618039
91_G1_b	91_G1	G1	91	11282254	4.29434	1497623	1	4	6	1	1	2	4	22	body	1243017
91_G1_h	91_G1	G1	91	11282254	4.29434	6291094	1	1	1	1	1	2	4	22	head	5050228
91_G10_b	91_G10	G10	91	16625110	3.50981	1470970	1	4	6	1	1	2	4	22	body	1279830
91_G10_h	91_G10	G10	91	16625110	3.50981	4305335	1	1	1	1	1	2	4	22	head	3456395
91_G11_b	91_G11	G11	91	11582562	2.2898	1433893	1	4	6	1	1	2	4	22	body	1176103
91_G11_h	91_G11	G11	91	11582562	2.2898	2908803	1	1	4	1	1	2	4	22	head	2285818
91_G2_b	91_G2	G2	91	15668800	4.6813	1640138	1	4	6	1	1	2	4	22	body	1346876
91_G2_h	91_G2	G2	91	15668800	4.6813	3310872	1	1	1	1	1	2	4	22	head	2724838
91_G3_b	91_G3	G3	91	12289302	3.93492	1494312	1	4	6	1	1	2	4	22	body	1230964
91_G3_h	91_G3	G3	91	12289302	3.93492	2841333	1	1	1	1	1	2	4	22	head	2278393
91_G5_b	91_G5	G5	91	10269712	3.68119	1602426	1	4	6	1	1	2	4	22	body	1283207
91_G5_h	91_G5	G5	91	10269712	3.68119	4900361	1	1	1	1	1	2	4	22	head	3818808
91_G6_b	91_G6	G6	91	17598760	3.64677	1572720	1	4	6	1	1	2	4	22	body	1366008
91_G6_h	91_G6	G6	91	17598760	3.64677	6577047	1	1	1	1	1	2	4	22	head	5100158
91_G7_b	91_G7	G7	91	11244504	3.36453	1885161	1	4	6	1	1	2	4	22	body	1512523
91_G7_h	91_G7	G7	91	11244504	3.36453	2869274	1	1	1	1	1	2	4	22	head	2164979
91_G8_b	91_G8	G8	91	14816532	3.73715	1971480	1	4	6	1	1	2	4	22	body	1614258
91_G8_h	91_G8	G8	91	14816532	3.73715	9595158	1	1	1	1	1	2	4	22	head	7758899
91_G9_b	91_G9	G9	91	11358920	3.00423	1764403	1	4	6	1	1	2	4	22	body	1458152
91_G9_h	91_G9	G9	91	11358920	3.00423	2626107	1	1	1	1	1	2	4	22	head	2109498
91_H12_b	91_H12	H12	91	20323130	1.58108	956065	1	4	6	1	1	2	4	22	body	748953
91_H12_h	91_H12	H12	91	20323130	1.58108	1085824	1	1	1	1	1	2	4	22	head	763466
