id	well	plate	total_reads	coverage	genecounts	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch	part	mainchrgenecounts
137_H6_b	137_H6	H6	137	23473734	13.1466	8851221	1	5	3	2	2	1	6	24	body	6760722
137_H6_h	137_H6	H6	137	23473734	13.1466	5950131	1	2	3	3	4	1	6	24	head	4241875
137_H7_b	137_H7	H7	137	17794992	10.1121	5458372	1	5	3	2	2	1	6	24	body	4094503
137_H7_h	137_H7	H7	137	17794992	10.1121	6896195	1	2	3	3	4	1	6	24	head	5363419
137_H8_b	137_H8	H8	137	14699186	8.95862	6261783	1	5	3	2	2	1	6	24	body	4616519
137_H8_h	137_H8	H8	137	14699186	8.95862	4791692	1	2	3	3	4	1	6	24	head	3824895
137_H9_b	137_H9	H9	137	13823060	8.05005	3991590	1	5	3	2	2	1	6	24	body	3054516
137_H9_h	137_H9	H9	137	13823060	8.05005	4472536	1	2	3	3	4	1	6	24	head	3286955
161_A10_b	161_A10	A10	161	7212756	4.91501	1723575	1	5	3	2	2	2	6	24	body	1323494
161_A10_h	161_A10	A10	161	7212756	4.91501	934129	1	2	3	3	4	2	6	24	head	787301
161_A11_b	161_A11	A11	161	4506160	2.4561	1827766	1	5	3	2	2	2	6	24	body	1389459
161_A11_h	161_A11	A11	161	4506160	2.4561	1291208	1	2	3	3	4	2	6	24	head	1075288
161_A12_b	161_A12	A12	161	14094674	8.57714	1806663	1	5	3	2	2	2	6	24	body	1367963
161_A12_h	161_A12	A12	161	14094674	8.57714	1236755	1	2	3	3	4	2	6	24	head	1020340
161_A2_b	161_A2	A2	161	11582778	7.15482	1286623	1	5	3	2	2	2	6	24	body	942833
161_A2_h	161_A2	A2	161	11582778	7.15482	1303720	1	2	3	3	4	2	6	24	head	994968
161_A4_b	161_A4	A4	161	15635720	8.96423	1467819	1	5	3	2	2	2	6	24	body	1037107
161_A4_h	161_A4	A4	161	15635720	8.96423	1908423	1	2	3	3	4	2	6	24	head	1652122
161_A5_b	161_A5	A5	161	16510070	10.0856	1144539	1	5	3	2	2	2	6	24	body	866279
161_A5_h	161_A5	A5	161	16510070	10.0856	1604227	1	2	3	3	4	2	6	24	head	1328024
161_A6_b	161_A6	A6	161	17716030	10.3354	2110133	1	5	3	2	2	2	6	24	body	1570637
161_A6_h	161_A6	A6	161	17716030	10.3354	2647661	1	2	3	3	4	2	6	24	head	2326806
161_A8_b	161_A8	A8	161	16291022	9.85417	2548978	1	5	3	2	2	2	6	24	body	1822450
161_A8_h	161_A8	A8	161	16291022	9.85417	1958311	1	2	3	3	4	2	6	24	head	1702040
161_A9_b	161_A9	A9	161	13352880	8.30972	1046146	1	5	3	2	2	2	6	24	body	763748
161_A9_h	161_A9	A9	161	13352880	8.30972	1560900	1	2	3	3	4	2	6	24	head	1228173
161_B1_b	161_B1	B1	161	14947514	9.01858	1013448	1	5	3	2	2	2	6	24	body	735472
161_B10_b	161_B10	B10	161	11248826	6.72599	779309	1	5	3	2	2	2	6	24	body	571614
161_B10_h	161_B10	B10	161	11248826	6.72599	1528139	1	2	3	3	4	2	6	24	head	1330064
161_B12_b	161_B12	B12	161	10736936	6.62516	2060738	1	5	3	2	2	2	6	24	body	1504850
161_B12_h	161_B12	B12	161	10736936	6.62516	2024175	1	2	3	3	4	2	6	24	head	1777182
161_B2_b	161_B2	B2	161	5758126	3.50875	1234460	1	5	3	2	2	2	6	24	body	878583
161_B2_h	161_B2	B2	161	5758126	3.50875	2352055	1	2	3	3	4	2	6	24	head	1967087
161_B3_b	161_B3	B3	161	13267018	7.83319	1401908	1	5	3	2	2	2	6	24	body	1025984
161_B3_h	161_B3	B3	161	13267018	7.83319	2790344	1	2	3	3	4	2	6	24	head	2465156
161_B4_b	161_B4	B4	161	12511850	7.69262	1850896	1	5	3	2	2	2	6	24	body	1252475
161_B4_h	161_B4	B4	161	12511850	7.69262	2886143	1	2	3	3	4	2	6	24	head	2548172
161_B5_b	161_B5	B5	161	12671090	7.72243	2462519	1	5	3	2	2	2	6	24	body	1832718
161_B5_h	161_B5	B5	161	12671090	7.72243	1587859	1	2	3	3	4	2	6	24	head	1211761
161_B6_b	161_B6	B6	161	15705270	9.67123	1184174	1	5	3	2	2	2	6	24	body	864787
161_B6_h	161_B6	B6	161	15705270	9.67123	2892570	1	2	3	3	4	2	6	24	head	2551974
161_B7_b	161_B7	B7	161	15109894	8.72404	2700605	1	5	3	2	2	2	6	24	body	1891474
161_B7_h	161_B7	B7	161	15109894	8.72404	1877494	1	2	3	3	4	2	6	24	head	1650519
161_B8_b	161_B8	B8	161	13960100	8.59897	2346065	1	5	3	2	2	2	6	24	body	1800595
161_B8_h	161_B8	B8	161	13960100	8.59897	2840672	1	2	3	3	4	2	6	24	head	2496370
161_B9_b	161_B9	B9	161	12974160	7.83338	2420187	1	5	3	2	2	2	6	24	body	1856806
161_B9_h	161_B9	B9	161	12974160	7.83338	1634325	1	2	3	3	4	2	6	24	head	1447079
161_C1_b	161_C1	C1	161	9137320	5.65993	1630071	1	5	3	2	2	2	6	24	body	1187609
161_C1_h	161_C1	C1	161	9137320	5.65993	2048979	1	2	3	3	4	2	6	24	head	1709155
161_C10_b	161_C10	C10	161	13665812	8.2583	1848943	1	5	3	2	2	2	6	24	body	1441673
161_C11_b	161_C11	C11	161	7925318	5.09489	1836842	1	5	3	2	2	2	6	24	body	1316722
161_C11_h	161_C11	C11	161	7925318	5.09489	1247872	1	2	3	3	4	2	6	24	head	1037829
161_C12_b	161_C12	C12	161	3542626	2.01941	1764742	1	5	3	2	2	2	6	24	body	1368778
161_C12_h	161_C12	C12	161	3542626	2.01941	1885300	1	2	3	3	4	2	6	24	head	1609352
161_C4_b	161_C4	C4	161	12534122	7.16273	549618	1	5	3	2	2	2	6	24	body	438180
161_C4_h	161_C4	C4	161	12534122	7.16273	1689575	1	2	3	3	4	2	6	24	head	1396522
161_C5_b	161_C5	C5	161	14020426	8.5397	1913282	1	5	3	2	2	2	6	24	body	1438207
161_C5_h	161_C5	C5	161	14020426	8.5397	2014624	1	2	3	3	4	2	6	24	head	1692368
161_C6_b	161_C6	C6	161	15791494	9.67236	2797124	1	5	3	2	2	2	6	24	body	1986057
161_C6_h	161_C6	C6	161	15791494	9.67236	3554846	1	2	3	3	4	2	6	24	head	3062943
161_C7_b	161_C7	C7	161	16520454	9.98004	1829568	1	5	3	2	2	2	6	24	body	1414670
161_C7_h	161_C7	C7	161	16520454	9.98004	1496476	1	2	3	3	4	2	6	24	head	1284911
161_C8_b	161_C8	C8	161	13963156	7.67189	1736161	1	5	3	2	2	2	6	24	body	1390287
161_C8_h	161_C8	C8	161	13963156	7.67189	1773356	1	2	3	3	4	2	6	24	head	1493413
161_C9_b	161_C9	C9	161	13539580	8.29286	1932138	1	5	3	2	2	2	6	24	body	1420472
161_C9_h	161_C9	C9	161	13539580	8.29286	2033661	1	2	3	3	4	2	6	24	head	1786893
161_D1_b	161_D1	D1	161	15363658	9.05728	1187485	1	5	3	2	2	2	6	24	body	863081
161_D1_h	161_D1	D1	161	15363658	9.05728	2055058	1	2	3	3	4	2	6	24	head	1718895
161_D10_b	161_D10	D10	161	9749026	6.02017	2060229	1	5	3	2	2	2	6	24	body	1581976
161_D10_h	161_D10	D10	161	9749026	6.02017	681204	1	2	3	3	4	2	6	24	head	552657
161_D11_b	161_D11	D11	161	10344012	6.61162	1352230	1	5	3	2	2	2	6	24	body	994155
161_D11_h	161_D11	D11	161	10344012	6.61162	3695590	1	2	3	3	4	2	6	24	head	3282863
161_D2_b	161_D2	D2	161	14067968	8.74469	1448106	1	5	3	2	2	2	6	24	body	930273
161_D2_h	161_D2	D2	161	14067968	8.74469	2535669	1	2	3	3	4	2	6	24	head	2166608
161_D3_b	161_D3	D3	161	16506254	9.37233	1393438	1	5	3	2	2	2	6	24	body	1066220
161_D3_h	161_D3	D3	161	16506254	9.37233	2506831	1	2	3	3	4	2	6	24	head	2095034
161_D4_b	161_D4	D4	161	14098092	6.73203	730923	1	5	3	2	2	2	6	24	body	498839
161_D4_h	161_D4	D4	161	14098092	6.73203	1890879	1	2	3	3	4	2	6	24	head	1657574
161_D5_b	161_D5	D5	161	13427458	8.03775	2219733	1	5	3	2	2	2	6	24	body	1653330
161_D5_h	161_D5	D5	161	13427458	8.03775	2015029	1	2	3	3	4	2	6	24	head	1662186
161_D6_b	161_D6	D6	161	15625900	9.23247	2311336	1	5	3	2	2	2	6	24	body	1784615
161_D6_h	161_D6	D6	161	15625900	9.23247	1452059	1	2	3	3	4	2	6	24	head	1257966
161_D7_b	161_D7	D7	161	13083584	8.1094	1840697	1	5	3	2	2	2	6	24	body	1338640
161_D7_h	161_D7	D7	161	13083584	8.1094	1743337	1	2	3	3	4	2	6	24	head	1436643
161_D8_b	161_D8	D8	161	14939480	8.91493	2102502	1	5	3	2	2	2	6	24	body	1521120
161_D8_h	161_D8	D8	161	14939480	8.91493	628960	1	2	3	3	4	2	6	24	head	472533
161_D9_b	161_D9	D9	161	12735028	7.80772	2031848	1	5	3	2	2	2	6	24	body	1556117
161_E1_b	161_E1	E1	161	12680202	7.87974	1094321	1	5	3	2	2	2	6	24	body	809616
161_E1_h	161_E1	E1	161	12680202	7.87974	636320	1	2	3	3	4	2	6	24	head	560273
161_E10_b	161_E10	E10	161	12451306	7.41594	1337620	1	5	3	2	2	2	6	24	body	1026540
161_E10_h	161_E10	E10	161	12451306	7.41594	1760009	1	2	3	3	4	2	6	24	head	1423242
161_E11_b	161_E11	E11	161	10588446	6.73769	1621438	1	5	3	2	2	2	6	24	body	1201501
161_E11_h	161_E11	E11	161	10588446	6.73769	1698679	1	2	3	3	4	2	6	24	head	1455022
161_E12_b	161_E12	E12	161	12015530	7.17969	1632557	1	5	3	2	2	2	6	24	body	1159237
161_E12_h	161_E12	E12	161	12015530	7.17969	2414508	1	2	3	3	4	2	6	24	head	2121028
161_E3_b	161_E3	E3	161	14086930	8.52684	1222869	1	5	3	2	2	2	6	24	body	885655
161_E3_h	161_E3	E3	161	14086930	8.52684	3548862	1	2	3	3	4	2	6	24	head	3118044
161_E4_b	161_E4	E4	161	13715970	8.5743	1138665	1	5	3	2	2	2	6	24	body	873440
161_E4_h	161_E4	E4	161	13715970	8.5743	3148083	1	2	3	3	4	2	6	24	head	2735828
161_E6_b	161_E6	E6	161	15330922	9.1832	1622260	1	5	3	2	2	2	6	24	body	1214031
161_E7_b	161_E7	E7	161	14852830	9.14719	1704609	1	5	3	2	2	2	6	24	body	1331101
161_E7_h	161_E7	E7	161	14852830	9.14719	1367704	1	2	3	3	4	2	6	24	head	1055520
161_E8_b	161_E8	E8	161	15130490	9.1151	1470245	1	5	3	2	2	2	6	24	body	1094353
161_E9_b	161_E9	E9	161	12426376	7.4632	1285951	1	5	3	2	2	2	6	24	body	955188
161_E9_h	161_E9	E9	161	12426376	7.4632	540930	1	2	3	3	4	2	6	24	head	482973
161_F1_b	161_F1	F1	161	13998692	8.57493	1453503	1	5	3	2	2	2	6	24	body	977168
161_F1_h	161_F1	F1	161	13998692	8.57493	1038222	1	2	3	3	4	2	6	24	head	928693
161_F10_b	161_F10	F10	161	14035044	8.03234	2035041	1	5	3	2	2	2	6	24	body	1430740
161_F10_h	161_F10	F10	161	14035044	8.03234	2229674	1	2	3	3	4	2	6	24	head	1931827
161_F11_b	161_F11	F11	161	10529314	6.16045	2305445	1	5	3	2	2	2	6	24	body	1764399
161_F11_h	161_F11	F11	161	10529314	6.16045	927363	1	2	3	3	4	2	6	24	head	750197
161_F12_h	161_F12	F12	161	5691440	3.27389	1492135	1	2	3	3	4	2	6	24	head	1254418
161_F2_b	161_F2	F2	161	12742728	7.79039	984452	1	5	3	2	2	2	6	24	body	743878
161_F2_h	161_F2	F2	161	12742728	7.79039	1813986	1	2	3	3	4	2	6	24	head	1485991
161_F3_b	161_F3	F3	161	13830556	8.47625	1764280	1	5	3	2	2	2	6	24	body	1349725
161_F4_b	161_F4	F4	161	12541586	7.71278	1797085	1	5	3	2	2	2	6	24	body	1406844
161_F4_h	161_F4	F4	161	12541586	7.71278	2114507	1	2	3	3	4	2	6	24	head	1900559
161_F5_b	161_F5	F5	161	7301138	4.62676	1906632	1	5	3	2	2	2	6	24	body	1434518
161_F5_h	161_F5	F5	161	7301138	4.62676	2542109	1	2	3	3	4	2	6	24	head	2190266
161_F6_b	161_F6	F6	161	13443320	8.32126	3307497	1	5	3	2	2	2	6	24	body	2401406
161_F6_h	161_F6	F6	161	13443320	8.32126	2803504	1	2	3	3	4	2	6	24	head	2420615
161_F7_b	161_F7	F7	161	14621334	8.79331	2887871	1	5	3	2	2	2	6	24	body	2193559
161_F7_h	161_F7	F7	161	14621334	8.79331	3531771	1	2	3	3	4	2	6	24	head	3150341
161_F8_b	161_F8	F8	161	13077188	8.01236	1426458	1	5	3	2	2	2	6	24	body	1012477
161_F8_h	161_F8	F8	161	13077188	8.01236	2600579	1	2	3	3	4	2	6	24	head	2256658
161_F9_b	161_F9	F9	161	11929304	7.24394	2773941	1	5	3	2	2	2	6	24	body	2245531
161_F9_h	161_F9	F9	161	11929304	7.24394	1971394	1	2	3	3	4	2	6	24	head	1574863
161_G1_b	161_G1	G1	161	14623138	8.96403	5381596	1	5	3	2	2	2	6	24	body	3949510
161_G1_h	161_G1	G1	161	14623138	8.96403	3150619	1	2	3	3	4	2	6	24	head	2599931
161_G10_b	161_G10	G10	161	10624682	6.68332	4676445	1	5	3	2	2	2	6	24	body	3258104
161_G10_h	161_G10	G10	161	10624682	6.68332	1675135	1	2	3	3	4	2	6	24	head	1344030
161_G11_b	161_G11	G11	161	14023552	8.38092	8266382	1	5	3	2	2	2	6	24	body	5965484
161_G11_h	161_G11	G11	161	14023552	8.38092	1543784	1	2	3	3	4	2	6	24	head	1346606
161_G12_b	161_G12	G12	161	13493920	7.86722	5102326	1	5	3	2	2	2	6	24	body	3633246
161_G12_h	161_G12	G12	161	13493920	7.86722	2004496	1	2	3	3	4	2	6	24	head	1725825
161_G2_b	161_G2	G2	161	10224116	6.09174	2997974	1	5	3	2	2	2	6	24	body	2211967
161_G2_h	161_G2	G2	161	10224116	6.09174	5409706	1	2	3	3	4	2	6	24	head	4629825
161_G3_b	161_G3	G3	161	15772952	9.44106	4775084	1	5	3	2	2	2	6	24	body	3440170
161_G5_b	161_G5	G5	161	16208306	9.44681	6799518	1	5	3	2	2	2	6	24	body	5322909
161_G5_h	161_G5	G5	161	16208306	9.44681	3141414	1	2	3	3	4	2	6	24	head	2721255
161_G7_b	161_G7	G7	161	5890278	3.62108	7520288	1	5	3	2	2	2	6	24	body	5637681
161_G7_h	161_G7	G7	161	5890278	3.62108	1454009	1	2	3	3	4	2	6	24	head	1150930
161_G8_b	161_G8	G8	161	12225938	7.56328	8873987	1	5	3	2	2	2	6	24	body	6895308
161_G8_h	161_G8	G8	161	12225938	7.56328	3117982	1	2	3	3	4	2	6	24	head	2729551
161_G9_b	161_G9	G9	161	14433032	8.82139	7391799	1	5	3	2	2	2	6	24	body	5564831
161_H1_b	161_H1	H1	161	14006422	8.56776	6141661	1	5	3	2	2	2	6	24	body	4637383
161_H1_h	161_H1	H1	161	14006422	8.56776	2066100	1	2	3	3	4	2	6	24	head	1639293
161_H10_b	161_H10	H10	161	13668576	8.27215	11538390	1	5	3	2	2	2	6	24	body	8609170
161_H10_h	161_H10	H10	161	13668576	8.27215	1483480	1	2	3	3	4	2	6	24	head	1259700
161_H11_h	161_H11	H11	161	13784426	8.04487	3173478	1	2	3	3	4	2	6	24	head	2739023
161_H12_b	161_H12	H12	161	12841884	8.01175	10584190	1	5	3	2	2	2	6	24	body	8416492
161_H3_b	161_H3	H3	161	16023366	9.65861	5362196	1	5	3	2	2	2	6	24	body	3941080
161_H3_h	161_H3	H3	161	16023366	9.65861	2487908	1	2	3	3	4	2	6	24	head	1986329
161_H4_b	161_H4	H4	161	17791044	10.9098	5149951	1	5	3	2	2	2	6	24	body	3954062
161_H4_h	161_H4	H4	161	17791044	10.9098	3414248	1	2	3	3	4	2	6	24	head	2938237
161_H5_b	161_H5	H5	161	16688796	10.3716	6987495	1	5	3	2	2	2	6	24	body	5337059
161_H5_h	161_H5	H5	161	16688796	10.3716	2519020	1	2	3	3	4	2	6	24	head	2047525
161_H6_h	161_H6	H6	161	27722274	15.7796	2819672	1	2	3	3	4	2	6	24	head	2420901
161_H7_h	161_H7	H7	161	22584480	13.4994	3506578	1	2	3	3	4	2	6	24	head	3023796
161_H8_b	161_H8	H8	161	15963882	9.96434	10405147	1	5	3	2	2	2	6	24	body	7227751
161_H8_h	161_H8	H8	161	15963882	9.96434	1079267	1	2	3	3	4	2	6	24	head	848474
17_A1_b	17_A1	A1	17	18590298	11.2699	1691744	1	5	3	2	2	2	2	20	body	1404256
17_A10_b	17_A10	A10	17	8529274	5.76317	1633692	1	5	3	2	2	2	2	20	body	1353476
17_A12_b	17_A12	A12	17	15053524	8.99134	3599397	1	5	3	2	2	2	2	20	body	2913558
17_A2_b	17_A2	A2	17	14846752	9.03239	1029750	1	5	3	2	2	2	2	20	body	839186
17_A3_b	17_A3	A3	17	15748654	9.7952	2518063	1	5	3	2	2	2	2	20	body	2090686
17_A4_b	17_A4	A4	17	14784636	9.31396	1637747	1	5	3	2	2	2	2	20	body	1366730
17_A5_b	17_A5	A5	17	16760224	10.494	1655071	1	5	3	2	2	2	2	20	body	1444547
17_A6_b	17_A6	A6	17	16829696	10.0944	1886531	1	5	3	2	2	2	2	20	body	1609328
17_A7_b	17_A7	A7	17	16614460	10.1441	2979273	1	5	3	2	2	2	2	20	body	2487865
17_A8_b	17_A8	A8	17	17189108	10.5016	3182871	1	5	3	2	2	2	2	20	body	2596103
17_B1_b	17_B1	B1	17	15402470	9.54026	2043027	1	5	3	2	2	2	2	20	body	1697324
17_B10_b	17_B10	B10	17	14822760	9.22358	1698940	1	5	3	2	2	2	2	20	body	1416793
17_B11_b	17_B11	B11	17	15207010	9.40858	1818185	1	5	3	2	2	2	2	20	body	1560346
17_B12_b	17_B12	B12	17	15759484	9.84964	4308957	1	5	3	2	2	2	2	20	body	3623438
17_B2_b	17_B2	B2	17	6602058	4.065	1744266	1	5	3	2	2	2	2	20	body	1492043
17_B3_b	17_B3	B3	17	11815358	7.14153	1325644	1	5	3	2	2	2	2	20	body	1117782
17_B4_b	17_B4	B4	17	15923046	9.85943	2248718	1	5	3	2	2	2	2	20	body	1857527
17_B5_b	17_B5	B5	17	18237138	11.058	3151522	1	5	3	2	2	2	2	20	body	2683193
17_B6_b	17_B6	B6	17	16605588	10.1738	2128528	1	5	3	2	2	2	2	20	body	1807768
17_B7_b	17_B7	B7	17	17460928	10.694	2630722	1	5	3	2	2	2	2	20	body	2204037
17_B8_b	17_B8	B8	17	17701924	7.19529	2494387	1	5	3	2	2	2	2	20	body	2148993
17_B9_b	17_B9	B9	17	17199358	10.3649	2284348	1	5	3	2	2	2	2	20	body	1925133
17_C10_b	17_C10	C10	17	16157660	9.62572	2173147	1	5	3	2	2	2	2	20	body	1811915
17_C11_b	17_C11	C11	17	13744170	8.6033	1751205	1	5	3	2	2	2	2	20	body	1430199
17_C12_b	17_C12	C12	17	13624746	8.53368	2505031	1	5	3	2	2	2	2	20	body	2045352
17_C2_b	17_C2	C2	17	9630516	6.08958	1258680	1	5	3	2	2	2	2	20	body	1071812
17_C3_b	17_C3	C3	17	5502570	3.43758	1302975	1	5	3	2	2	2	2	20	body	1082376
17_C4_b	17_C4	C4	17	14606446	9.15833	2328057	1	5	3	2	2	2	2	20	body	1958295
17_C5_b	17_C5	C5	17	17298582	10.4574	3564213	1	5	3	2	2	2	2	20	body	3059553
17_C6_b	17_C6	C6	17	17679672	10.7108	3131669	1	5	3	2	2	2	2	20	body	2624263
17_C7_b	17_C7	C7	17	19978004	12.1453	2724865	1	5	3	2	2	2	2	20	body	2270492
17_C8_b	17_C8	C8	17	20383130	11.8118	973558	1	5	3	2	2	2	2	20	body	821844
17_C9_b	17_C9	C9	17	17932812	10.8451	3612288	1	5	3	2	2	2	2	20	body	3027198
17_D11_b	17_D11	D11	17	12664748	7.66135	1963954	1	5	3	2	2	2	2	20	body	1697644
17_D12_b	17_D12	D12	17	7862750	4.73568	6190681	1	5	3	2	2	2	2	20	body	5272073
17_D2_b	17_D2	D2	17	16456832	9.89423	1289447	1	5	3	2	2	2	2	20	body	1087354
17_D3_b	17_D3	D3	17	16621216	9.97943	1816281	1	5	3	2	2	2	2	20	body	1508622
17_D4_b	17_D4	D4	17	18010818	11.0471	2799368	1	5	3	2	2	2	2	20	body	2400980
17_D5_b	17_D5	D5	17	15701106	9.521	2854310	1	5	3	2	2	2	2	20	body	2455082
17_D7_b	17_D7	D7	17	16865528	10.5235	3126225	1	5	3	2	2	2	2	20	body	2518141
17_D8_b	17_D8	D8	17	17583916	10.5545	3507100	1	5	3	2	2	2	2	20	body	2891529
17_D9_b	17_D9	D9	17	14653794	8.91339	2647842	1	5	3	2	2	2	2	20	body	2211530
17_E1_b	17_E1	E1	17	11078088	7.03436	2011327	1	5	3	2	2	2	2	20	body	1692318
17_E10_b	17_E10	E10	17	12957572	7.51427	2268769	1	5	3	2	2	2	2	20	body	1920600
17_E11_b	17_E11	E11	17	11838566	7.45773	2069278	1	5	3	2	2	2	2	20	body	1783951
17_E12_b	17_E12	E12	17	14363120	8.91583	3249835	1	5	3	2	2	2	2	20	body	2736111
17_E2_b	17_E2	E2	17	10961092	6.92859	1382975	1	5	3	2	2	2	2	20	body	1189791
17_E3_b	17_E3	E3	17	15175916	8.98484	2077834	1	5	3	2	2	2	2	20	body	1745726
17_E4_b	17_E4	E4	17	15979856	10.0694	2928487	1	5	3	2	2	2	2	20	body	2472835
17_E5_b	17_E5	E5	17	18801030	11.033	3392079	1	5	3	2	2	2	2	20	body	2879500
17_E6_b	17_E6	E6	17	17143690	10.5279	4587983	1	5	3	2	2	2	2	20	body	3899598
17_E7_b	17_E7	E7	17	16767886	9.96297	2984057	1	5	3	2	2	2	2	20	body	2611894
17_E8_b	17_E8	E8	17	17481692	10.5741	3492597	1	5	3	2	2	2	2	20	body	2952164
17_E9_b	17_E9	E9	17	14501436	9.26965	2328779	1	5	3	2	2	2	2	20	body	1986097
17_F1_b	17_F1	F1	17	13271076	8.26052	1840666	1	5	3	2	2	2	2	20	body	1426616
17_F10_b	17_F10	F10	17	15824184	9.63919	3005574	1	5	3	2	2	2	2	20	body	2576988
17_F11_b	17_F11	F11	17	12229110	7.65949	2920533	1	5	3	2	2	2	2	20	body	2400793
17_F2_b	17_F2	F2	17	14654076	8.77531	2372355	1	5	3	2	2	2	2	20	body	2002318
17_F3_b	17_F3	F3	17	14651474	8.83508	2796399	1	5	3	2	2	2	2	20	body	2395887
17_F4_b	17_F4	F4	17	16285800	10.084	2340054	1	5	3	2	2	2	2	20	body	2012416
17_F5_b	17_F5	F5	17	15446136	9.57111	2990397	1	5	3	2	2	2	2	20	body	2569328
17_F6_b	17_F6	F6	17	16084112	9.93126	5870544	1	5	3	2	2	2	2	20	body	4950190
17_F7_b	17_F7	F7	17	18352040	11.0466	3165301	1	5	3	2	2	2	2	20	body	2643510
17_F8_b	17_F8	F8	17	14572260	9.24055	4363313	1	5	3	2	2	2	2	20	body	3688356
17_F9_b	17_F9	F9	17	13463576	8.39632	2513859	1	5	3	2	2	2	2	20	body	2123467
17_G10_b	17_G10	G10	17	11706508	6.9879	2663364	1	5	3	2	2	2	2	20	body	2233197
17_G11_b	17_G11	G11	17	14595534	9.14176	3012034	1	5	3	2	2	2	2	20	body	2514648
17_G12_b	17_G12	G12	17	13888374	8.46316	6340789	1	5	3	2	2	2	2	20	body	5164271
17_G2_b	17_G2	G2	17	15428564	9.16558	1664791	1	5	3	2	2	2	2	20	body	1366685
17_G3_b	17_G3	G3	17	17678324	10.7435	2575810	1	5	3	2	2	2	2	20	body	2152889
17_G4_b	17_G4	G4	17	12337294	7.97668	1673403	1	5	3	2	2	2	2	20	body	1441817
17_G5_b	17_G5	G5	17	16159950	10.1573	3163378	1	5	3	2	2	2	2	20	body	2660356
17_G6_b	17_G6	G6	17	16212336	10.0414	3327501	1	5	3	2	2	2	2	20	body	2769184
17_G7_b	17_G7	G7	17	19190854	11.36	3942491	1	5	3	2	2	2	2	20	body	3331146
17_G8_b	17_G8	G8	17	16782790	10.0243	4291151	1	5	3	2	2	2	2	20	body	3676241
17_G9_b	17_G9	G9	17	16378188	9.89639	7406137	1	5	3	2	2	2	2	20	body	6047271
17_H1_b	17_H1	H1	17	20033964	12.2147	1984140	1	5	3	2	2	2	2	20	body	1607451
17_H10_b	17_H10	H10	17	16560768	10.2356	7456390	1	5	3	2	2	2	2	20	body	6050337
17_H11_b	17_H11	H11	17	16147294	10.0896	4339854	1	5	3	2	2	2	2	20	body	3599086
17_H12_b	17_H12	H12	17	13678934	8.55925	10858945	1	5	3	2	2	2	2	20	body	8786661
17_H2_b	17_H2	H2	17	17737130	10.9071	2669964	1	5	3	2	2	2	2	20	body	2192376
17_H3_b	17_H3	H3	17	18396142	11.2532	3513381	1	5	3	2	2	2	2	20	body	2887514
17_H4_b	17_H4	H4	17	19310834	11.7977	3264030	1	5	3	2	2	2	2	20	body	2765643
17_H5_b	17_H5	H5	17	17315706	10.5215	4989810	1	5	3	2	2	2	2	20	body	4173794
17_H7_b	17_H7	H7	17	17278684	10.5044	5320938	1	5	3	2	2	2	2	20	body	4459319
17_H8_b	17_H8	H8	17	18340538	11.3789	4820184	1	5	3	2	2	2	2	20	body	4148691
17_H9_b	17_H9	H9	17	18088194	11.0953	4212818	1	5	3	2	2	2	2	20	body	3564851
206_A1_b	206_A1	A1	206	10018662	4.82422	3194072	1	5	3	2	2	1	8	26	body	2572954
206_A1_h	206_A1	A1	206	10018662	4.82422	5383382	1	2	3	3	4	1	8	26	head	4514106
206_A10_b	206_A10	A10	206	9590912	5.53995	6721744	1	5	3	2	2	1	8	26	body	5544884
206_A11_h	206_A11	A11	206	5233726	2.54995	2658206	1	2	3	3	4	1	8	26	head	2085764
206_A12_h	206_A12	A12	206	11500228	5.57992	4382618	1	2	3	3	4	1	8	26	head	3711844
206_A2_b	206_A2	A2	206	11952800	5.84189	3402473	1	5	3	2	2	1	8	26	body	2812894
206_A2_h	206_A2	A2	206	11952800	5.84189	5767465	1	2	3	3	4	1	8	26	head	4907656
206_A3_b	206_A3	A3	206	9960440	4.73229	6897830	1	5	3	2	2	1	8	26	body	5462145
206_A3_h	206_A3	A3	206	9960440	4.73229	3412452	1	2	3	3	4	1	8	26	head	2639235
206_A4_b	206_A4	A4	206	17236456	8.38122	3731562	1	5	3	2	2	1	8	26	body	3061855
206_A4_h	206_A4	A4	206	17236456	8.38122	2169872	1	2	3	3	4	1	8	26	head	1711008
206_A5_b	206_A5	A5	206	14961954	7.19895	5138870	1	5	3	2	2	1	8	26	body	4102379
206_A5_h	206_A5	A5	206	14961954	7.19895	3992028	1	2	3	3	4	1	8	26	head	3206342
206_A6_b	206_A6	A6	206	19386518	9.38709	4793596	1	5	3	2	2	1	8	26	body	3832763
206_A6_h	206_A6	A6	206	19386518	9.38709	4775231	1	2	3	3	4	1	8	26	head	4016576
206_A7_b	206_A7	A7	206	16065488	7.58809	7913335	1	5	3	2	2	1	8	26	body	6621091
206_A7_h	206_A7	A7	206	16065488	7.58809	3131640	1	2	3	3	4	1	8	26	head	2525452
206_A9_b	206_A9	A9	206	14904622	7.08414	4353255	1	5	3	2	2	1	8	26	body	3526826
206_A9_h	206_A9	A9	206	14904622	7.08414	5004824	1	2	3	3	4	1	8	26	head	4208852
206_B1_b	206_B1	B1	206	15362084	7.48509	4984750	1	5	3	2	2	1	8	26	body	4007103
